Topic,Top Terms,AI-related Terms Count
3951,"conference, convene, avenue, stockholm, yield, organize, upcoming, near, fall, 2008",1
3953,"york, washington, attacks, city, terrorist, struck, flesh, entailed, headquarters, murderous",1
3955,"visa, visas, hassle, travel, liberalization, reside, fait, tourists, accompli, clock",1
3963,"fifty, presidency, 1959, assembly, general, president, at, its, office, during",1
3968,"equitable, workable, fair, formulation, enables, modalities, representation, guaranteed, just, thirdly",1
3969,"saint, domingue, exupéry, antoine, gonsalves, priest, vibrancy, emperor, interwoven, reflective",1
3974,"territory, autonomous, costly, defined, measure, because, they, was, but, it",1
3984,"melkert, tim, dear, mr, secretary, australian, ad, honourable, please, general",1
3992,"extend, opportunity, take, avail, extending, myself, may, also, me, like",1
3993,"backbone, company, lend, substantially, organization, guidance, supporting, focusing, endeavours, support",1
3994,"efficiency, efficient, grips, evaluate, organization, efficiently, hence, responsive, performance, enhance",1
4001,"comparative, advantage, advantages, aptitude, naivety, cow, specificity, premium, stifle, reside",1
4002,"priorities, top, commend, main, position, real, you, because, into, no",1
4005,"nakba, halabja, al, anfaal, qaieda, megrahi, shifa, offshoots, 1948, horrors",1
4009,"fields, field, rings, roughly, recovered, projected, characteristics, inception, 90, models",1
4011,"reappointment, moon, ki, ban, 5th, organize, appointment, leadership, guidance, his",1
4015,"integrity, incompatible, guarantors, refraining, gravest, triggered, precondition, functional, sovereignty, independence",1
4024,"chapter, chapters, vii, xii, inaugurating, envisioning, ituri, reading, refers, warrants",1
4032,"financial, system, prevailed, regulation, advocates, rely, saying, remarkable, designed, involvement",1
4036,"livestock, cattle, cows, farming, graze, leather, blooming, sheep, farmland, confiscation",1
4038,"mdgs, mdg, signify, meaningless, onset, obtained, anticipate, depend, rendered, undertook",1
4060,"adherence, paired, expatriates, requesting, enshrined, monitor, net, strict, reinforce, demonstrates",1
4070,"millennium, goals, advocacy, reach, realizing, fulfilment, attain, achieve, achieving, meetings",1
4075,"rounding, island, aggregated, metrics, small, nimble, error, sustainable, renewable, modest",1
4076,"panel, brahimi, operations, ramos, horta, shifts, 95, chaired, jose, 305",1
4077,"syrian, refugees, 130, 00, afrin, jarablus, rai, sheltered, neighboring, stranded",1
4078,"pillars, three, integrates, measuring, binds, inseparable, relates, sustainable, namely, pillar",1
4079,"deteriorating, deterioration, complaints, progressing, vacuum, stalled, arrest, 38, landscape, compared",1
4083,"continentwide, agenda, topical, hidden, elusive, delegations, responding, greatly, namely, maintenance",1
4095,"allies, staunchest, undeterred, comrades, engineered, implore, bent, cooperated, temptation, refrain",1
4097,"governmental, sector, private, non, ngos, organizations, businesses, guide, governments, agree",1
4098,"provisionally, dialogue, level, high, conclusions, umbrella, fortunate, conceived, endorse, subject",1
4103,"election, your, assembly, vice, president, presidents, elected, presidency, guide, general",1
4104,"strikes, strike, undesirable, brokered, emptive, air, corresponding, diminish, striking, lethal",1
4110,"self, comfortable, incontestable, governance, furtherance, local, unrestricted, nagorny, provisional, elaboration",1
4114,"jirga, loya, malam, bacai, sanhá, jirgas, tunya, jerga, mosi, thunders",1
4116,"encroach, measures, seminar, marshal, workshop, harmonize, regional, regionally, recalled, sub",1
4120,"affairs, anther, experience, mastery, superb, facet, eminently, extensive, wisely, qualified",1
4125,"chair, board, inform, draw, fifth, review, attention, capacity, current, wish",1
4126,"humanity, eagerness, incite, cruelty, violates, against, usual, serves, necessity, remind",1
4127,"politics, conceptualization, reconstitution, disconcerting, underpinnings, straight, soul, acquired, scene, chronic",1
4137,"fame, countryís, reiterate, assures, commitment, frank, distress, positively, gained, you",1
4141,"blue, economy, widens, termed, freshwater, unparalleled, tied, reviewing, nairobi, seychelles",1
4142,"european, organizations, eu, eccas, oldest, union, pan, parallel, pivotal, instance",1
4143,"cynicism, cynics, bending, mediocrity, publics, sleeves, forgiven, disdain, sceptics, crushed",1
4145,"treaties, agreement, agreements, empowered, requirement, sponsored, declarations, guaranteed, reached, auspices",1
4146,"malawi, malawians, mutharika, wa, chairperson, refuse, testimony, behalf, understood, repeat",1
4147,"geneva, 1949, conventions, fourth, 1864, 1907, worsens, depositary, relative, convention",1
4161,"objective, detached, apparently, box, whereas, frame, define, sound, organ, contrary",1
4162,"yousafzai, child, pen, supervising, malala, children, attentive, teacher, articles, childhood",1
4167,"subsistence, livelihood, orchards, farming, livelihoods, farmlands, deprives, farmers, minimal, incomes",1
4171,"solidarity, levies, generosity, compatible, gesture, motivated, proof, assisting, lay, consolidating",1
4174,"permanent, number, members, rotating, manifestly, non, expanding, adapting, remaining, eight",1
4179,"member, commitment, states, equally, deeply, undertaken, whether, individual, concrete, honour",1
4184,"internal, affairs, pursuing, threatened, solve, seeks, states, violation, lies, principle",1
4191,"mission, available, dangerous, reality, possible, there, this, for, to, the",1
4196,"draft, drafted, eiti, initiator, affiliations, submitted, envisioned, elaborate, input, approval",1
4201,"racism, racial, conference, rapporteur, against, hate, upcoming, visit, mobilization, document",1
4208,"rehabilitation, post, rehabilitated, conflict, deem, resettlement, reconstruction, finland, enhancing, chair",1
4213,"companies, corporations, concocted, company, disorderly, anonymous, overthrew, restrained, businessmen, devastate",1
4215,"turkey, seekers, asylum, refugees, erdogan, container, crescent, tent, hosting, eu",1
4216,"commitments, operable, flowing, collaborative, faithful, regarding, undertaken, fulfilment, fields, holding",1
4217,"campaign, nadi, profits, ncd, bisexual, lesbian, saving, bent, gay, stake",1
4218,"mdgs, millennium, mdg, goals, achieve, reach, fulfilling, attain, succeed, development",1
4220,"east, sustaining, process, re, coordinating, seize, negotiated, passed, seems, advancing",1
4226,"spare, spared, effort, omer, spares, bequeath, fellow, no, rid, raising",1
4240,"globalization, becomes, positive, force, insist, negative, benefits, adverse, worst, knowledge",1
4243,"confidence, mano, reinforced, regain, member, reflection, decline, restored, wto, interaction",1
4247,"facts, dearth, straightforward, sentiment, clarify, interesting, reveals, trouble, repeating, quarters",1
4250,"realized, amos, recur, unwaveringly, realization, prophet, havens, prevailed, centuries, happen",1
4251,"west, chairman, underway, vested, aegis, endorsement, contingent, mediation, economic, community",1
4253,"affairs, rectification, arranged, occupier, unhappy, casualty, contradicts, undeniably, untenable, justifies",1
4263,"irreversibly, cloudbursts, mindlessly, tick, clock, sceptic, piles, taboos, wildly, wringing",1
4266,"landmark, landmarks, oversee, approve, attest, emphasizing, affirming, prestigious, containing, viewed",1
4270,"fiji, fijian, fijians, sinai, peacekeeping, correctional, battalions, ounce, tame, sacrifice",1
4271,"america, unfair, points, states, city, source, ask, decade, due, united",1
4272,"efficiency, inefficiency, jeopardizing, prosecution, efficient, efficiently, function, effectiveness, functioning, attain",1
4277,"acidification, ocean, oceans, emergent, regeneration, pollution, depletion, freshwater, unreported, damaging",1
4280,"panel, threats, 565, examining, ensuing, 59, appointed, challenges, requiring, examine",1
4293,"pluralistic, pluralism, pluralist, plural, instilled, reinforcement, articles, democratic, 1990, eliminated",1
4296,"okinawa, hokkaido, junctures, toyako, yokohama, japan, vividly, tokyo, attended, summit",1
4298,"liars, aggressors, lies, lying, hypocrisy, cocktail, pretences, tarnish, machinations, moribund",1
4299,"sirte, bani, sirleaf, july, declaration, containing, subsequently, october, fire, declarations",1
4300,"reacting, capitalize, relies, deals, german, stimulate, sustainable, focuses, capability, speedy",1
4301,"difficult, challenging, extraordinarily, awaits, attest, prompted, gravely, hardest, 1995, year",1
4306,"fundraising, humanitarian, proving, exploring, facilitation, swift, invaluable, waste, delivery, agencies",1
4320,"entity, entities, complaint, innumerable, transferred, streamlining, tiny, encompasses, catalyst, separate",1
4321,"israel, 705, 139, abstained, resolutions, automatic, 86, levelling, breath, whomever",1
4328,"illicit, arms, conference, trade, small, habitat, on, nations, in, and",1
4329,"presidency, election, fitting, deiss, his, general, stated, elected, tolerance, wars",1
4334,"congo, brazzaville, inestimable, laborious, arranged, reintegrating, interior, crafting, praiseworthy, deplorable",1
4335,"machinery, creaked, bulldozers, hammering, motor, hammer, wheels, inputs, streamlining, harnessing",1
4336,"lockerbie, incident, murderer, affair, file, turning, case, concerning, sessions, developments",1
4342,"globalization, trailing, capitalistic, narrower, progresses, twists, triggering, proponents, panacea, advised",1
4345,"francisco, san, brainchild, faraway, california, diego, feels, revive, inception, contact",1
4349,"violent, detour, awoke, headline, histories, fuelling, stepping, heal, attendant, intensifying",1
4353,"reaffirm, reconfirm, underpinned, unfailing, hereby, affirmation, candidates, backing, unequivocal, comoros",1
4354,"repeated, repetition, repeating, repeat, reunified, endlessly, dogma, naive, caution, persistently",1
4358,"sectors, population, favoured, needy, details, portion, quote, imbalances, components, elderly",1
4365,"yardstick, assuring, bestowed, assembly, general, successfully, conclusion, words, upon, you",1
4366,"truce, sidney, ekecheiria, truces, inoculated, momentary, panmunjom, lasts, patriotic, dual",1
4368,"productive, productively, capacity, eroding, aggressively, critically, strengthens, capacities, enhancing, generating",1
4369,"priorities, reprioritize, unsuccessful, straight, defines, asking, outlined, granted, category, hear",1
4373,"europe, generator, eastern, wants, europeans, 1990s, south, securing, proper, stability",1
4376,"copenhagen, summit, anniversaries, cairo, 1995, tenth, summits, participants, forthcoming, 75",1
4377,"rule, projecting, scratch, law, primacy, pluralism, prevails, believed, governed, governing",1
4381,"adaptation, annually, 100, mitigation, billion, wealthier, turkana, 381, financing, unavailability",1
4385,"day, stale, night, minute, every, daily, parents, frequently, morning, cover",1
4389,"values, disseminate, behaviour, valued, citizenship, abroad, contain, value, advocate, sought",1
4393,"results, associate, findings, test, myself, valuable, big, result, follow, poor",1
4399,"ababa, addis, sendai, paris, disaster, 2030, contriving, financing, agenda, reduction",1
