Country,Session,Year,Sentence,Country Name,Topic,Topic Name
KAZ,77,2022,We are alarmed by the increased rivalry and rhetoric of nuclear States,Kazakhstan,0,Nuclear Weapons
KAZ,77,2022,We are also concerned at the lack of progress made by the Review Conferences of the Parties to the Treaty on the Non-Proliferation of Nuclear Weapons,Kazakhstan,0,Nuclear Weapons
KAZ,77,2022,It should be of universal concern that we still rely on the Biological Weapons Convention — now 50 years old — without any effort to create an agency or body for international cooperation,Kazakhstan,1,Biological Weapons
KAZ,77,2022,"Along with threats to international security, climate change requires greater international cooperation and solidarity as well",Kazakhstan,11,Climate Change and Renewable Energy
KAZ,77,2022,"However, climate action cannot come at the expense of development or modernization",Kazakhstan,11,Climate Change and Renewable Energy
KAZ,77,2022,"In the long term, we aim to diversify our sources of energy, with a particular focus on green hydrogen and renewables",Kazakhstan,11,Climate Change and Renewable Energy
PSE,77,2022,They are inventing curriculums,"Palestine, State of",15,Technology in Education
SVN,77,2022,It has also threatened international food and energy security,Slovenia,10,Energy Security
LTU,77,2022,The past few months have also revealed the danger of a looming nuclear disaster in Europe,Lithuania,0,Nuclear Weapons
LTU,77,2022,The deployment of Russian military personnel and weaponry at the Zaporizhzhya nuclear plant is alarming and totally unacceptable,Lithuania,0,Nuclear Weapons
LTU,77,2022,"Moreover, Russia’s irresponsible rhetoric on the possible use of nuclear weapons directly contradicts its role as a permanent five (P5) State and the commitment it made in the January P5 leaders’ statement on preventing nuclear war and avoiding arms races",Lithuania,0,Nuclear Weapons
LTU,77,2022,We have demonstrated that by building energy independence and accelerating our green transition,Lithuania,11,Climate Change and Renewable Energy
SYC,77,2022,Food and energy security must be apprehended within the context of climate change,Seychelles,11,Climate Change and Renewable Energy
SYC,77,2022,"The reports of the Intergovernmental Panel on Climate Change have made clear that the window of opportunity to effectively address climate change is rapidly closing, with dire consequences for humankind and ecosystems",Seychelles,11,Climate Change and Renewable Energy
TON,77,2022,Climate change is an existential threat to people and our desire for international peace and security,Tonga,11,Climate Change and Renewable Energy
TON,77,2022,The security required to protect such connectivity is therefore vital to our sustainable development,Tonga,10,Energy Security
TON,77,2022,Education is at the core of peace and sustainable futures,Tonga,15,Technology in Education
TON,77,2022,"We must build future-proof, sustainable and resilient education systems",Tonga,15,Technology in Education
TON,77,2022,"To that end, we must scale up financial investment",Tonga,13,Financial Technology
DEU,77,2022,"We must not stand idly by when a major nuclear Power, armed to the teeth — a founding Member of the United Nations and a permanent member of the Security Council, no less — seeks to shift borders through the use of violence",Germany,0,Nuclear Weapons
KHM,77,2022,"We need to transform the process of addressing climate change issues today, not tomorrow",Cambodia,11,Climate Change and Renewable Energy
KHM,77,2022,Our commitment to lowering the mean global temperature by 1.5° C requires dedicated climate financing and technology transfer to facilitate meaningful transition in mitigation and adaptation efforts,Cambodia,11,Climate Change and Renewable Energy
MDV,77,2022,"First, we need to address the raging climate crisis",Maldives,11,Climate Change and Renewable Energy
KEN,77,2022,The agricultural sector has an important part to play in reducing the severity of climate change,Kenya,11,Climate Change and Renewable Energy
KEN,77,2022,"The world needs greater investment in the development of information and communications technology (ICT) infrastructure, accompanied by policies that support innovation and increased acquisition and deployment of technology",Kenya,17,Technology Capacity Building
KEN,77,2022,Global supply chains remained impervious to demand in the global South generally and to Africa in particular,Kenya,5,Supply Chains
CIV,77,2022,"The confrontation, which poses the threat of the use of nuclear weapons, continues to undermine world peace and plunge humankind into multiple crises",Côte d'Ivoire,0,Nuclear Weapons
MKD,77,2022,We are also intensively considering options for cross-border trade in electricity and providing assistance with various energy sources as part of our effort to overcome the serious energy situation the entire world is facing,North Macedonia,10,Energy Security
HND,77,2022,"We have already begun to promote laws on energy as a public good, ensuring workers’ rights and supporting our internal market by investing in agriculture for food security and subsidizing our country’s poorest, who will no longer pay for electric power",Honduras,10,Energy Security
SGP,77,2022,"Energy prices have soared, and it will become even harder to generate the resources that all of us need to address those long-term problems",Singapore,11,Climate Change and Renewable Energy
SGP,77,2022,The climate crisis is a clear and present threat,Singapore,11,Climate Change and Renewable Energy
SGP,77,2022,"First, we need to ensure that food supply chains remain open and operate smoothly",Singapore,5,Supply Chains
SGP,77,2022,"Next, it is essential to build a more robust global health architecture to protect our future generations",Singapore,14,Health Technology
SGP,77,2022,An erosion of trust and an atmosphere of confrontation will only breed more cyberthreats and malicious cyberactivities,Singapore,19,Cyberattacks and Offensive Cyber
SGP,77,2022,"It is in the world’s interest and in our own long-term national interests to set aside our differences, address the challenges of the global commons and harvest the emerging opportunities provided by new technologies",Singapore,8,General Emerging Technologies
KOR,77,2022,"In pursuit of the global agenda for decarbonization, countries with leading green technologies must work to unsparingly share new and renewable energy technologies with other countries","Korea, Republic of",11,Climate Change and Renewable Energy
KOR,77,2022,We will continue to more widely share our advanced digital technology and data and will spare no effort in providing support and investing in education,"Korea, Republic of",15,Technology in Education
ISR,77,2022,The first is the nuclear threat — the fear that terrorist States and terrorist organizations will get their hands on nuclear weapons,Israel,0,Nuclear Weapons
ISR,77,2022,It is a murderous dictatorship that is making every effort to obtain a nuclear weapon,Israel,0,Nuclear Weapons
ISR,77,2022,"If the Iranian regime obtains a nuclear weapon, they will use it",Israel,0,Nuclear Weapons
ISR,77,2022,Iran will not get a nuclear weapon,Israel,0,Nuclear Weapons
VUT,77,2022,Those challenges are compounded by an existential climate crisis that is already devastating our economies and ecosystems,Vanuatu,11,Climate Change and Renewable Energy
VUT,77,2022,"We are experiencing the debilitating consequences of the climate crisis every day, and the world is now demanding more ambitious action on climate at every level",Vanuatu,11,Climate Change and Renewable Energy
VUT,77,2022,The nuclear risk still remains and presents an existential threat to the human species and all forms of life that inhabit the Earth,Vanuatu,0,Nuclear Weapons
VUT,77,2022,"The nuclear risk is becoming even greater, given the Ukraine-Russian war and the intense geopolitical tensions rapidly evolving before us",Vanuatu,0,Nuclear Weapons
